Date,Low,Open,Volume,High,Close,Adjusted Close
06-06-1984,5.5,0.0,1500,5.650000095367432,5.5,5.028428554534912
03-07-1984,5.800000190734863,5.800000190734863,0,5.800000190734863,5.800000190734863,5.302706241607666
16-08-1984,6.099999904632568,0.0,5000,6.150000095367432,6.099999904632568,5.57698392868042
01-10-1984,6.099999904632568,0.0,250,6.099999904632568,6.099999904632568,5.57698392868042
13-11-1984,6.800000190734863,0.0,9000,6.900000095367432,6.800000190734863,6.216966152191162
04-12-1984,6.650000095367432,0.0,5250,6.800000190734863,6.650000095367432,6.079826831817627
05-12-1984,6.650000095367432,6.650000095367432,0,6.650000095367432,6.650000095367432,6.079826831817627
25-02-1985,8.0,0.0,8000,8.0,8.0,7.314077854156494
19-06-1985,10.199999809265137,0.0,33250,10.399999618530272,10.300000190734863,9.416873931884766
25-07-1985,10.0,0.0,6250,10.0,10.0,9.142598152160645
14-08-1985,10.300000190734863,0.0,2000,10.5,10.300000190734863,9.416873931884766
04-09-1985,10.100000381469728,0.0,4250,10.199999809265137,10.100000381469728,9.234024047851562
08-10-1985,8.800000190734863,8.800000190734863,0,8.800000190734863,8.800000190734863,8.04548454284668
17-10-1985,8.800000190734863,0.0,3750,9.0,8.800000190734863,8.04548454284668
22-01-1986,10.199999809265137,0.0,8000,10.399999618530272,10.399999618530272,9.508301734924316
10-03-1986,11.199999809265137,0.0,18875,11.699999809265137,11.399999618530272,10.42255973815918
17-03-1986,11.399999618530272,0.0,24500,12.0,12.0,10.97111701965332
03-09-1986,12.800000190734863,0.0,6375,13.199999809265137,13.199999809265137,12.068227767944336
25-09-1986,11.199999809265137,0.0,11750,11.399999618530272,11.199999809265137,10.239706993103027
09-10-1986,10.600000381469728,0.0,625,11.0,11.0,10.056857109069824
10-12-1986,11.125,11.25,22200,11.5,11.25,10.28542137145996
19-12-1986,10.0,10.375,11200,10.5,10.375,9.485445976257324
02-01-1987,9.875,9.875,6300,10.25,10.125,9.256880760192873
22-01-1987,11.25,11.625,7100,11.625,11.375,10.399703979492188
11-02-1987,11.25,11.25,28100,11.375,11.375,10.399703979492188
06-04-1987,9.25,9.5,13100,9.75,9.375,8.571185111999512
08-04-1987,9.375,9.375,4800,9.625,9.625,8.799751281738281
16-04-1987,8.375,8.5,19100,8.625,8.5,7.771207332611084
21-04-1987,8.25,8.375,6600,8.5,8.25,7.5426435470581055
29-07-1987,7.0,7.0,5800,7.25,7.0,6.399817943572998
31-08-1987,7.0,7.0,800,7.0,7.0,6.399817943572998
01-09-1987,6.875,7.0,42200,7.25,6.875,6.285535335540772
18-11-1987,4.25,4.375,4700,4.375,4.25,3.885603666305542
21-01-1988,3.625,3.75,13200,3.75,3.75,3.428474187850952
02-03-1988,6.625,6.75,31300,7.0,6.75,6.171253681182861
14-03-1988,5.875,6.0,24200,6.375,6.125,5.5998406410217285
15-06-1988,5.5,5.5,10300,5.625,5.5,5.028428554534912
18-07-1988,4.5,4.5,54100,5.125,5.0,4.571299076080322
19-07-1988,5.25,5.25,2600,5.25,5.25,4.799864292144775
30-08-1988,4.875,5.125,7700,5.125,5.125,4.685581207275391
09-09-1988,4.875,5.125,17100,5.125,5.125,4.685581207275391
16-09-1988,4.875,4.875,29300,5.0,5.0,4.571299076080322
27-09-1988,4.25,4.5,28100,4.625,4.5,4.114168167114258
14-11-1988,3.375,3.5,2700,3.5,3.5,3.199908971786499
13-01-1989,3.125,3.125,6800,3.25,3.25,2.971344470977783
24-01-1989,3.0,3.25,2700,3.25,3.25,2.971344470977783
03-04-1989,2.875,3.0,1500,3.0,3.0,2.74277925491333
27-04-1989,3.0,3.25,3300,3.25,3.125,2.857062101364136
29-06-1989,2.875,3.0,32000,3.0,3.0,2.74277925491333
30-08-1989,2.75,2.875,2300,3.0,3.0,2.74277925491333
31-08-1989,2.75,3.0,13000,3.0,3.0,2.74277925491333
20-09-1989,2.5,2.75,5200,2.75,2.625,2.399932146072388
21-09-1989,2.5,2.625,66500,2.75,2.5625,2.3427906036376958
29-09-1989,2.75,3.0,1200,3.0,3.0,2.74277925491333
27-11-1989,2.5,2.625,3600,2.625,2.625,2.399932146072388
30-11-1989,2.375,2.625,37400,2.625,2.5,2.285649538040161
14-12-1989,2.375,2.625,2800,2.625,2.625,2.399932146072388
04-01-1990,2.375,2.5,10100,2.5,2.5,2.285649538040161
12-01-1990,2.375,2.375,3000,2.375,2.375,2.1713669300079346
05-03-1990,1.875,2.0,3200,2.0,1.875,1.714237093925476
08-05-1990,2.0,2.25,6800,2.25,2.125,1.942801833152771
22-05-1990,2.0,2.0,200,2.0,2.0,1.8285194635391235
08-06-1990,1.75,2.0,1800,2.0,1.75,1.5999544858932495
26-07-1990,2.0,2.125,1400,2.125,2.125,1.942801833152771
06-08-1990,2.0,2.0,1700,2.125,2.0,1.8285194635391235
09-08-1990,1.875,2.0,4200,2.0,1.875,1.714237093925476
16-10-1990,1.5,1.5,3000,1.5,1.5,1.371389627456665
26-10-1990,1.5,1.5,0,1.5,1.5,1.371389627456665
06-11-1990,1.75,1.75,600,1.75,1.75,1.5999544858932495
01-02-1991,1.6875,1.6875,0,1.6875,1.6875,1.542813420295715
06-02-1991,1.6875,1.6875,200,1.6875,1.6875,1.542813420295715
19-02-1991,1.5,1.5,10100,1.75,1.75,1.5999544858932495
02-04-1991,1.875,1.875,13000,2.125,2.0,1.8285194635391235
02-05-1991,1.5,1.5,4800,1.75,1.75,1.5999544858932495
06-05-1991,1.75,1.75,0,1.75,1.75,1.5999544858932495
09-05-1991,1.375,1.375,1400,1.625,1.625,1.4856722354888916
13-05-1991,1.75,1.75,400,2.0,2.0,1.8285194635391235
05-06-1991,1.75,1.875,8500,1.875,1.75,1.5999544858932495
20-06-1991,1.875,1.875,100,1.875,1.875,1.714237093925476
02-07-1991,1.625,1.625,1000,1.625,1.625,1.4856722354888916
09-07-1991,1.5,1.5,500,1.5,1.5,1.371389627456665
10-09-1991,1.25,1.25,11800,1.375,1.375,1.257107138633728
07-10-1991,0.875,0.875,2300,1.0,1.0,0.9142597317695618
11-10-1991,0.875,0.875,1200,0.875,0.875,0.7999772429466248
16-10-1991,0.9375,0.9375,0,0.9375,0.9375,0.857118546962738
21-11-1991,0.8125,0.8125,0,0.8125,0.8125,0.7428361177444458
19-12-1991,0.4375,0.625,56700,0.875,0.875,0.7999772429466248
06-01-1992,0.875,0.875,3100,0.875,0.875,0.7999772429466248
16-01-1992,0.75,1.0,44100,1.0,0.875,0.7999772429466248
28-01-1992,0.8125,1.0,1100,1.0,0.8125,0.7428361177444458
28-02-1992,0.75,0.75,10000,0.875,0.75,0.6856948137283325
03-03-1992,0.6875,0.875,12800,0.875,0.6875,0.628553569316864
12-03-1992,0.75,0.75,600,0.75,0.75,0.6856948137283325
01-04-1992,1.0,1.0625,8000,1.0625,1.0,0.9142597317695618
06-04-1992,0.9375,0.9375,21800,1.0625,1.0,0.9142597317695618
22-04-1992,1.4375,1.5,10700,1.625,1.625,1.4856722354888916
30-04-1992,1.375,1.5,1000,1.5,1.375,1.257107138633728
20-05-1992,1.125,1.125,700,1.125,1.125,1.0285420417785645
26-05-1992,1.125,1.375,1100,1.375,1.125,1.0285420417785645
19-06-1992,1.125,1.125,300,1.125,1.125,1.0285420417785645
14-08-1992,0.875,0.875,0,0.875,0.875,0.7999772429466248
04-09-1992,1.125,1.125,1900,1.125,1.125,1.0285420417785645
15-09-1992,1.0,1.0,0,1.0,1.0,0.9142597317695618
28-09-1992,0.8125,0.8125,0,0.8125,0.8125,0.7428361177444458
29-12-1992,1.625,1.625,1400,1.625,1.625,1.4856722354888916
18-03-1993,2.125,2.625,4600,2.625,2.125,1.942801833152771
22-03-1993,2.125,2.125,1500,2.5,2.5,2.285649538040161
11-05-1993,2.25,2.25,600,2.25,2.25,2.057084083557129
21-05-1993,2.125,2.125,5900,2.125,2.125,1.942801833152771
08-06-1993,2.125,2.125,1200,2.125,2.125,1.942801833152771
14-07-1993,1.75,1.75,1300,2.0,2.0,1.8285194635391235
27-07-1993,1.875,2.125,800,2.125,1.875,1.714237093925476
28-07-1993,1.875,2.125,3500,2.125,1.875,1.714237093925476
20-08-1993,1.75,1.75,12000,2.0625,2.0625,1.8856608867645264
13-09-1993,2.0,2.0,2900,2.0,2.0,1.8285194635391235
13-10-1993,2.125,2.375,4200,2.375,2.375,2.1713669300079346
12-11-1993,2.0,2.0,500,2.25,2.25,2.057084083557129
24-11-1993,1.875,1.875,0,1.875,1.875,1.714237093925476
01-12-1993,1.875,1.875,5900,1.875,1.875,1.714237093925476
02-12-1993,2.0,2.0,5300,2.0,2.0,1.8285194635391235
30-12-1993,1.75,1.75,17700,1.875,1.75,1.5999544858932495
07-03-1994,2.5,2.5,1400,2.5,2.5,2.285649538040161
11-04-1994,2.125,2.25,8200,2.25,2.25,2.057084083557129
29-04-1994,2.125,2.125,100,2.125,2.125,1.942801833152771
02-06-1994,2.125,2.125,0,2.125,2.125,1.942801833152771
06-06-1994,2.125,2.125,0,2.125,2.125,1.942801833152771
06-07-1994,2.0,2.0,0,2.0,2.0,1.8285194635391235
12-07-1994,2.0,2.125,2100,2.125,2.0,1.8285194635391235
13-07-1994,2.0,2.0,10700,2.125,2.0,1.8285194635391235
12-08-1994,2.125,2.125,1000,2.125,2.125,1.942801833152771
07-09-1994,1.875,1.875,800,1.875,1.875,1.714237093925476
25-10-1994,1.875,1.875,4800,1.875,1.875,1.714237093925476
07-11-1994,1.875,1.875,0,1.875,1.875,1.714237093925476
07-12-1994,1.875,1.875,0,1.875,1.875,1.714237093925476
04-05-1995,2.125,2.125,9700,2.3125,2.3125,2.114225387573242
02-06-1995,2.125,2.125,11400,2.1875,2.125,1.942801833152771
06-06-1995,2.125,2.375,900,2.375,2.125,1.942801833152771
12-06-1995,2.125,2.25,11500,2.25,2.1875,1.999942779541016
25-08-1995,1.9375,2.0,4500,2.0,1.9375,1.7713783979415894
08-09-1995,2.375,2.5,17900,2.625,2.5,2.285649538040161
27-10-1995,2.375,2.375,2500,2.375,2.375,2.1713669300079346
03-01-1996,2.1875,2.1875,200,2.1875,2.1875,1.999942779541016
22-01-1996,2.25,2.25,0,2.25,2.25,2.057084083557129
22-02-1996,2.375,2.375,2200,2.375,2.375,2.1713669300079346
27-02-1996,2.875,3.0,6500,3.0,2.875,2.6284966468811035
21-03-1996,3.0,3.0,4500,3.25,3.25,2.971344470977783
03-04-1996,2.875,2.875,9500,3.0625,3.0,2.74277925491333
26-04-1996,3.125,3.125,2000,3.125,3.125,2.857062101364136
03-06-1996,3.5,3.75,25200,3.75,3.5,3.199908971786499
06-06-1996,3.5,3.6875,3100,3.6875,3.6875,3.371332883834839
12-07-1996,3.25,3.25,37100,3.5,3.375,3.0856268405914307
02-10-1996,3.125,3.125,2200,3.625,3.125,2.857062101364136
16-10-1996,3.0,3.0,600,3.0,3.0,2.74277925491333
14-11-1996,3.375,3.375,0,3.375,3.375,3.0856268405914307
21-11-1996,3.25,3.25,3900,3.25,3.25,2.971344470977783
02-04-1997,3.125,3.125,4000,3.125,3.125,2.857062101364136
13-05-1997,2.875,2.875,0,2.875,2.875,2.6284966468811035
22-05-1997,2.9375,3.0,46300,3.1875,2.9375,2.6856377124786377
12-06-1997,2.875,2.875,1400,2.875,2.875,2.6284966468811035
23-07-1997,3.0625,3.0625,9000,3.125,3.0625,2.7999203205108643
29-08-1997,3.1875,3.3125,18300,3.375,3.375,3.0856268405914307
03-11-1997,4.25,4.25,6400,4.3125,4.25,3.885603666305542
05-11-1997,4.25,4.25,2100,4.25,4.25,3.885603666305542
09-12-1997,5.0,5.125,4100,5.125,5.0625,4.628440380096436
22-01-1998,4.75,4.75,1100,4.75,4.75,4.342733860015869
09-02-1998,4.75,4.75,200,4.75,4.75,4.342733860015869
22-04-1998,4.5,4.625,3000,4.625,4.5,4.114168167114258
05-05-1998,4.4375,4.5,12000,4.5,4.4375,4.057027339935303
24-06-1998,4.75,4.875,50700,5.0625,5.0,4.571299076080322
29-07-1998,4.875,4.875,3500,4.875,4.875,4.457015514373779
06-08-1998,4.875,4.875,89300,4.9375,4.9375,4.514156818389893
25-09-1998,4.375,4.375,2000,4.375,4.375,3.9998855590820312
27-10-1998,3.734375,3.734375,0,3.734375,3.734375,3.4141883850097656
17-11-1998,4.5,4.5,500,4.875,4.875,4.457015514373779
18-02-1999,4.5,4.5,3000,4.5,4.5,4.114168167114258
17-03-1999,4.0,4.0,600,4.0,4.0,3.657038927078247
18-03-1999,4.0,4.0,2100,4.0,4.0,3.657038927078247
12-04-1999,3.875,3.875,1200,3.875,3.875,3.5427567958831787
23-04-1999,4.0625,4.0625,26000,4.125,4.078125,3.7284655570983887
07-05-1999,4.0,4.125,7500,4.125,4.0,3.657038927078247
21-05-1999,4.0625,4.0625,3200,4.0625,4.0625,3.71418023109436
09-06-1999,4.0,4.0,4700,4.0,4.0,3.657038927078247
15-06-1999,4.0,4.0,14100,4.0,4.0,3.657038927078247
14-07-1999,3.8125,3.875,3200,3.875,3.8125,3.4856152534484863
28-07-1999,4.0625,4.125,1600,4.125,4.0625,3.71418023109436
30-07-1999,4.0,4.0,5500,4.0625,4.0625,3.71418023109436
17-08-1999,3.8125,3.8125,0,3.8125,3.8125,3.4856152534484863
31-08-1999,3.625,3.6875,7100,3.75,3.625,3.3141915798187256
13-10-1999,2.625,2.625,26400,2.875,2.8125,2.5713553428649902
15-10-1999,2.375,2.8125,40500,2.8125,2.5,2.285649538040161
26-10-1999,2.625,2.625,6300,2.8125,2.8125,2.5713553428649902
18-11-1999,2.625,2.6875,2200,2.6875,2.625,2.399932146072388
02-12-1999,2.84375,2.84375,5000,2.84375,2.84375,2.599925994873047
03-02-2000,2.625,2.625,100,2.625,2.625,2.399932146072388
03-03-2000,2.53125,2.53125,2200,2.53125,2.53125,2.3142201900482178
25-04-2000,2.625,2.625,0,2.625,2.625,2.399932146072388
26-06-2000,2.625,2.875,4300,2.875,2.625,2.399932146072388
21-07-2000,2.375,2.375,0,2.375,2.375,2.1713669300079346
17-11-2000,2.0,2.0,100,2.0,2.0,1.8285194635391235
24-11-2000,2.0,2.0,28500,2.125,2.0,1.8285194635391235
01-12-2000,1.875,1.875,1400,1.96875,1.96875,1.7999489307403564
14-12-2000,1.875,1.875,200,1.875,1.875,1.714237093925476
24-01-2001,1.875,1.875,200,1.875,1.875,1.714237093925476
01-02-2001,1.96875,1.96875,3600,2.0,2.0,1.8285194635391235
20-02-2001,1.875,1.875,2500,2.0,2.0,1.8285194635391235
23-02-2001,1.8125,1.9375,3900,2.0,1.875,1.714237093925476
27-02-2001,1.8125,1.8125,0,1.8125,1.8125,1.6570957899093628
17-04-2001,2.0,2.0,7400,2.0199999809265137,2.0199999809265137,1.84680438041687
17-05-2001,1.7100000381469729,1.7100000381469729,2200,1.8799999952316284,1.75,1.5999544858932495
23-05-2001,1.850000023841858,1.850000023841858,1000,1.850000023841858,1.850000023841858,1.691380262374878
31-05-2001,1.7999999523162842,1.7999999523162842,0,1.7999999523162842,1.7999999523162842,1.645667314529419
04-06-2001,1.409999966621399,1.4500000476837158,2800,1.4500000476837158,1.409999966621399,1.2891062498092651
05-09-2001,1.350000023841858,1.350000023841858,0,1.350000023841858,1.350000023841858,1.234250545501709
01-10-2001,1.25,1.25,0,1.25,1.25,1.1428247690200806
26-12-2001,2.150000095367432,2.150000095367432,0,2.150000095367432,2.150000095367432,1.965658903121948
16-01-2002,2.359999895095825,2.359999895095825,19400,2.559999942779541,2.5,2.285649538040161
03-06-2002,2.25,2.2799999713897705,2500,2.5199999809265137,2.5199999809265137,2.3039345741271973
19-06-2002,2.25,2.5999999046325684,6800,2.5999999046325684,2.259999990463257,2.066227436065674
01-08-2002,1.909999966621399,2.049999952316284,2800,2.200000047683716,1.909999966621399,1.7462360858917236
17-09-2002,1.7599999904632568,1.8600000143051147,3000,1.909999966621399,1.909999966621399,1.7462360858917236
19-09-2002,1.7799999713897705,1.899999976158142,2500,1.899999976158142,1.899999976158142,1.737093448638916
26-09-2002,1.7599999904632568,1.7599999904632568,2100,1.7599999904632568,1.7599999904632568,1.6090970039367676
04-10-2002,1.649999976158142,1.7999999523162842,5400,1.7999999523162842,1.7000000476837158,1.5542415380477903
19-11-2002,1.6699999570846558,1.690000057220459,600,1.690000057220459,1.690000057220459,1.5450990200042725
27-11-2002,1.5499999523162842,1.5499999523162842,1100,1.600000023841858,1.600000023841858,1.462815523147583
17-12-2002,1.600000023841858,1.600000023841858,700,1.600000023841858,1.600000023841858,1.462815523147583
05-03-2003,1.590000033378601,1.590000033378601,0,1.590000033378601,1.590000033378601,1.4536728858947754
06-03-2003,1.440000057220459,1.440000057220459,1600,1.600000023841858,1.600000023841858,1.462815523147583
11-03-2003,1.590000033378601,1.590000033378601,0,1.590000033378601,1.590000033378601,1.4536728858947754
13-03-2003,1.2699999809265137,1.409999966621399,3600,1.5099999904632568,1.5099999904632568,1.380532145500183
27-03-2003,1.350000023841858,1.350000023841858,800,1.5,1.5,1.371389627456665
21-04-2003,1.2999999523162842,1.399999976158142,4000,1.399999976158142,1.2999999523162842,1.1885377168655396
29-04-2003,1.440000057220459,1.5499999523162842,5700,1.590000033378601,1.590000033378601,1.4536728858947754
09-10-2003,2.4200000762939453,2.4200000762939453,3200,2.640000104904175,2.630000114440918,2.404503107070923
10-12-2003,2.5999999046325684,2.6600000858306885,1200,2.6600000858306885,2.5999999046325684,2.377075433731079
12-01-2004,3.059999942779541,3.0799999237060547,8300,3.140000104904175,3.109999895095825,2.843347311019897
04-02-2004,3.009999990463257,3.039999961853028,3600,3.039999961853028,3.009999990463257,2.7519218921661377
25-03-2004,3.049999952316284,3.049999952316284,7200,3.0999999046325684,3.0999999046325684,2.834205150604248
09-06-2004,2.890000104904175,2.890000104904175,500,2.890000104904175,2.890000104904175,2.6422104835510254
22-06-2004,2.6700000762939453,2.6700000762939453,0,2.6700000762939453,2.6700000762939453,2.4410738945007324
29-06-2004,2.640000104904175,2.640000104904175,2700,2.940000057220459,2.869999885559082,2.623924732208252
12-08-2004,2.8299999237060547,2.8499999046325684,3500,3.0,2.8499999046325684,2.605639934539795
24-08-2004,3.0,3.0,0,3.0,3.0,2.74277925491333
21-12-2004,3.0,3.0,1300,3.0,3.0,2.74277925491333
27-01-2005,3.0,3.0,26800,3.0899999141693115,3.069999933242798,2.806777238845825
14-04-2005,3.009999990463257,3.009999990463257,5000,3.0999999046325684,3.0999999046325684,2.834205150604248
20-04-2005,3.0199999809265137,3.150000095367432,6300,3.150000095367432,3.0999999046325684,2.834205150604248
27-04-2005,3.0,3.0899999141693115,8600,3.0899999141693115,3.039999961853028,2.7793493270874023
06-05-2005,3.049999952316284,3.049999952316284,1300,3.049999952316284,3.049999952316284,2.78849196434021
11-05-2005,3.0,3.0,1300,3.0,3.0,2.74277925491333
19-05-2005,3.0,3.0,1800,3.0,3.0,2.74277925491333
26-05-2005,3.0199999809265137,3.0199999809265137,400,3.0199999809265137,3.0199999809265137,2.761064291000366
12-07-2005,3.0,3.0,400,3.0,3.0,2.74277925491333
18-11-2005,2.6600000858306885,2.6600000858306885,0,2.6600000858306885,2.6600000858306885,2.4319307804107666
07-12-2005,2.559999942779541,2.559999942779541,500,2.6700000762939453,2.6700000762939453,2.4410738945007324
12-12-2005,2.799999952316284,2.799999952316284,2100,2.8499999046325684,2.799999952316284,2.559926748275757
17-01-2006,2.6600000858306885,2.6600000858306885,800,2.6600000858306885,2.6600000858306885,2.4319307804107666
06-03-2006,2.7100000381469727,2.7100000381469727,9800,3.0,3.0,2.74277925491333
09-03-2006,2.5199999809265137,2.7100000381469727,20800,2.890000104904175,2.869999885559082,2.623924732208252
19-05-2006,3.059999942779541,3.059999942779541,300,3.059999942779541,3.059999942779541,2.7976343631744385
06-06-2006,3.0199999809265137,3.0199999809265137,1600,3.0299999713897705,3.0299999713897705,2.7702066898345947
24-07-2006,2.819999933242798,2.819999933242798,0,2.819999933242798,2.819999933242798,2.5782124996185303
25-09-2006,2.4800000190734863,2.809999942779541,1400,2.809999942779541,2.4800000190734863,2.267364025115967
09-10-2006,2.400000095367432,2.400000095367432,2600,2.450000047683716,2.450000047683716,2.239936351776123
20-11-2006,2.809999942779541,2.809999942779541,0,2.809999942779541,2.809999942779541,2.569069623947144
12-12-2006,2.819999933242798,3.25,17300,3.25,2.859999895095825,2.6147828102111816
15-12-2006,2.9600000381469727,3.039999961853028,900,3.039999961853028,3.039999961853028,2.7793493270874023
05-01-2007,3.1700000762939453,3.180000066757202,18600,3.430000066757202,3.4200000762939453,3.1267685890197754
06-03-2007,3.220000028610229,3.240000009536743,7500,3.440000057220459,3.309999942779541,3.0261993408203125
29-03-2007,3.549999952316284,3.9600000381469727,21400,4.0,3.9800000190734863,3.638753890991211
02-04-2007,3.799999952316284,4.0,18300,4.130000114440918,4.130000114440918,3.7758922576904297
01-05-2007,5.179999828338623,5.349999904632568,11100,5.349999904632568,5.190000057220459,4.745007514953613
31-05-2007,4.849999904632568,5.179999828338623,11500,5.199999809265137,4.900000095367432,4.479872703552246
01-06-2007,4.760000228881836,4.889999866485596,7000,5.199999809265137,4.989999771118164,4.562155246734619
08-06-2007,3.990000009536743,4.400000095367432,8700,4.599999904632568,4.5,4.114168167114258
26-06-2007,3.950000047683716,4.070000171661377,5600,4.099999904632568,3.9600000381469727,3.620468854904175
05-07-2007,3.880000114440918,3.950000047683716,3500,3.950000047683716,3.890000104904175,3.556470394134521
05-09-2007,2.799999952316284,2.819999933242798,8200,3.009999990463257,2.990000009536743,2.733636379241944
24-09-2007,2.4600000381469727,2.569999933242798,8800,2.640000104904175,2.640000104904175,2.4136459827423096
08-10-2007,2.5899999141693115,2.5899999141693115,3300,2.759999990463257,2.690000057220459,2.4593584537506104
08-02-2008,1.5499999523162842,1.559999942779541,8200,1.75,1.6200000047683716,1.4811007976531982
13-05-2008,1.840000033378601,2.059999942779541,2500,2.059999942779541,1.940000057220459,1.7736637592315674
17-07-2008,1.600000023841858,1.600000023841858,5600,1.649999976158142,1.649999976158142,1.508528470993042
15-08-2008,1.4299999475479126,1.4299999475479126,600,1.4299999475479126,1.4299999475479126,1.3073914051055908
19-08-2008,1.4700000286102295,1.4700000286102295,0,1.4700000286102295,1.4700000286102295,1.343961477279663
29-09-2008,1.100000023841858,1.100000023841858,900,1.100000023841858,1.100000023841858,1.005685567855835
10-10-2008,0.699999988079071,0.699999988079071,8000,1.090000033378601,1.0499999523162842,0.959972620010376
02-12-2008,0.800000011920929,0.800000011920929,8400,1.1699999570846558,1.149999976158142,1.0513986349105835
04-12-2008,0.8799999952316284,0.8799999952316284,4400,0.8799999952316284,0.8799999952316284,0.8045485019683838
12-12-2008,0.7900000214576721,0.7900000214576721,1000,0.7900000214576721,0.7900000214576721,0.7222651839256287
14-01-2009,0.8100000023841858,0.8600000143051147,1100,0.8600000143051147,0.8100000023841858,0.7405503988265991
06-03-2009,0.5099999904632568,0.5600000023841858,21900,0.5600000023841858,0.5099999904632568,0.4662723839282989
12-05-2009,0.6800000071525574,0.7599999904632568,7100,0.7599999904632568,0.6800000071525574,0.6216965913772583
